text,label
Mr Jones exploded in anger . ,anger
 Perhaps you are right . But I still need some time to recover from the failure . ,joy
 No . ,neutral
When I understood that I was admitted to the University.,joy
I find myself sprinting but it doesnt hurt as much on my hamstring no more...is leaving,fear
Jim could nonetheless tell by his anxious face that something was wrong . ,fear
When the week for Exams came. I got afraid as to how I would tackle the questions.,fear
Now it makes me sad to think of them growing up .  ,sadness
"Oh great ! This stupid computer froze again ! That's the third time today ! Hey Samuel , can you come take a look at my PC ? It's acting again . It must have a virus or something . ",anger
Last Summer I achieved someting that I had been wanting for a long time.,joy
" Www , man ! ",neutral
"When the grandmother of my friend died in a hospital. My friend was crying and I was sad, too.",sadness
 It's on 7th Street . ,joy
" Oh , yes . I love playing badminton , table tennis and computer games . And playing the games has become my favorite . ",neutral
The boy was broken hearted and inconsolable . ,sadness
In me battled a flood of relief at being reprieved and anger at such vile deception . ,anger
" I agree , but I would find it difficult to stop using my car . It's just so convenient . ",neutral
"She was particularly concerned when , shortly before her wedding day , she discovered that Prince Charles planned to give his friend a bracelet inscribed with their nicknames ` Fred "" and ` Gladys "" . ",fear
The day I heard that I passed the high school exam.,joy
"Every time they got near him , he backed off , ecstatic with excitement , tail wagging furiously . ",joy
 Fine ! By the way would you mind not slurping your coffee every time you have a cup ! ,anger
 How much ? ,neutral
I have made up my mind . I am getting a tattoo . ,neutral
"Some people simply were miffed by the red tape in applying for victim identification cards to qualify for the 100,000 yen .",anger
"Mexico , too , was miffed because the Telmex telephone company can not gain entry to the American marketplace .",anger
" No , I'm sorry we don't . We accept credit cards and cash . ",sadness
 Not really . Very few people get married beforethe age of 20 . ,neutral
My boy-friend an I seperated on his initiative.,sadness
Before an oral examination - which I did not take eventually.,fear
" This ref needs glasses . Hey ref , open your eyes ! I can ’ t believe he didn ’ t see that ! ",anger
Few years ago my father was very ill. He stayed at a hospital for a long time. Then I experienced that terrible feeling that I might lose him.,fear
"Lissa gazed up at him , at his vexed expression , and tried to quell the smile that pulled at her lips . ",anger
"New Year's Eve party in the country, I hardly knew a person; my partner spent most of the time at the bar. I had little opportunity to get to know people because our table was separated and my boyfriend's parents were present.",anger
" Yes , it was . I managed to sort out the problem , but I was tied up with the matter for over an hour . ",sadness
 He is fine . ,neutral
Lecturers being unfair to me in reports.,sadness
A teacher at my former secondary school forced my darling to marry him.  The girl tried to refuse but her parents would not leave her alone.,anger
When I am out in the dark and a suspicious looking character comes towards me.,fear
When I could study at university.,joy
My sister had promised to help me to do a translation from English into German. But the day I needed her she told me that she was busy - I was very angry.,anger
"I worked for seven months in a factory, and made friends with a fellow worker.  Later, I visited my former fellow workers and was told that, while in the army, my friend had shot himself.",sadness
 do you have a car ? ,neutral
When the bus driver failed to stop and pick me up at a bus stop.,anger
" I didn't do well in last exams . If my father knows it , he will beat me up . ",sadness
 Not at all . The feedback from audience has been great . I care about what they think more than what the critics think . ,neutral
 That won ’ t be a problem . ,neutral
 Pardon ? ,neutral
" ok , we will . How do you get around in the evenings ? ",neutral
"When I saw my 16 year old sister at home after having waited for her all night, not knowing where she was.",joy
"On , darn . The grocery store is closed . ",neutral
" Oh , no ! I can't have failed . Are you sure ? ",sadness
When my father was ill and was waiting for the results of his tests.,fear
 that's what friends are for . ,joy
The death of Jaya Prakash Narayan caused a great deal of sadness as I believed that he was the only true democrat and a ray of hope on the Indian horizon.,sadness
"My sister gave birth to twins, healthy ones.",joy
When I am alone and listen to a song which I like very much and which I had listened before together with friends.,sadness
" I ’ d love to , but you know I ’ Ve got another appointment . I ’ m really sorry . ",sadness
When I knew I had to go out with my mother on some errands.,sadness
"At the pre-university, I was appreciated as an examplary student by our pricipal.  This is something which made me feel very happy.",joy
 How do you like this waltz ? ,joy
I was a prefect at secondary school.  On the sports day I told others that I would take down the names of the people who misbehaved and after some time I sat down for a brief rest.  Suddenly the head prefect came and scolded me in front of others.  I was very angry as there were other prefects sitting and he picked on me.  I thought that a brief rest was not  serious enough to be blamed.,anger
"At about nine p.m., I went home by bike on a dark cycle-track; because of lack of time I had to take the short-cut.",fear
"Three weeks ago a friend of mine bid me good-bye before going abroad.  I felt happy for her as she was achieving something by making the trip, but I also felt sad as I would not be seeing her for a long time.",sadness
I lead a rather secure life.  The only thing I can remember is a song from the nineteenth century which is against alcohol.  Both the melody and the word (although naive) effected my emotions.,sadness
When the Cambridge results came out and I obtained a first division.  I had been thinking that I had not done very well.,joy
" Woo , easy . ",neutral
" About 70 , I think . This newspaper article talks about the problems of an aging population . It ’ s a problem that will soon affect most of the world . ",neutral
" No , I'm scared of cats . ",fear
"Tolonen nodded , suddenly wistful , his lips formed into a sad smile . ",sadness
 That's too bad . I need to discuss these plans with him . ,sadness
` It 's actually made me quite nervous about being in London . ,fear
@_AndreasHuebner: is nothing else than perverted #faith. Your ability to fear is a proof of your ability to #believe.,fear
"I was asked to stop studying economics, a field which interested me, by my employers.",anger
" C'mon , don't blame me ! I thought it was a new camera . We could use it.We were even thinking about buying a camera . I don't understand how he could have such a perfect-looking box . ",neutral
 It's a new concert hall and the acoustics are great . ,joy
 Is he ok ? ,neutral
" Just hold me ... I ’ ll always be here for you , no matter what . And together , we can tackle whatever life throws at us . I believe in us , steven . ",neutral
"When I was in Bombay one of my good friends was getting married and he had not informed me about it, this made me sad.",sadness
"When I missed my train this morning, I felt sad for some time.",sadness
"Residential workers are faced with youngsters who are not only anxious and resentful about family events , but may also be mistrustful of those who try to help them . ",anger
 Oh yeah ? ,neutral
 Didn't I ? ,neutral
"For a moment she felt anger at his unfeeling attitude , but common sense prevailed . ",anger
"When a friend of mine discussed with me, I felt fear of losing her. This occurred because we had a missunderstanding between mutual colleagues.",fear
When I failed an exam I thought I would pass.,anger
"But the address underlines the anguish of Her Majesty 's speech after the Windsor Castle fire when she referred to 1992 as her ` annus horribilis "" . ",sadness
"But seriously , I 'm very happy that you 're staying . ",joy
"I was the compere at a party and all my efforts to get the show rolling were thwarted by the immobile, non co-operative guests.  I felt frustation - bordering on anger.",anger
In a discussion the leader wanted to stop because she was of the opinion that we were not involved and she misjudged our reactions as negative. We however only posed several questions which she couldn't answer.,anger
"At a party in which I met an interesting female. We enjoyed eachothers company, while slow dancing.",joy
I was not chosen for the All English class.,sadness
 I am feeling very positive .,joy
Where's Bob ? ,neutral
"My paternal grandmother had died. We weren't close but she was blood. I didn't cry but I was sad, partly due to her death and partly I think, due to the fact that I could not / did not cry.",sadness
"During the funeral of my grandmother, when I saw my mother and other family members crying.",sadness
At rejection / being ignored by a loved person held in great esteem.,sadness
When I got to know that I had passed the university entrance exam.  I thought that I had done one of the exams badly.,joy
You'd better prepare for the examination . ,neutral
"My flatmate was asking questions about my relationship with my boyfriend, whether I wasn't treating him as unfairly as I claimed he'd been treating me. As a result, I was angered, and became defensive.",anger
"I was coming home from a relative's place and it was about 9.30/10 P.M.  I felt slightly apprehensive when I got off the bus and started walking towards my place.  I was confident that nothing would happen to me, yet there was this slight feeling of fear.",fear
"As a child, when I was at home alone, I felt in an indefinate manner afraid of the death of my father and mother.",fear
 What if someone got it in their head to give them a tug ? What then ? ,neutral
When my grandmother died.,sadness
When I and the person mentioned above had a suspicion of pregnancy.,fear
" It ’ s very simple . Men shake hands , women and children don ’ t . ",neutral
 My grandmother just passed away . ,sadness
A friend forgot his appointment with me.,anger
When my friend did not pass the high school graduation examinations.,sadness
When I was accepted at university.,joy
 Why doesn't he ask her ? ,neutral
"When I was an adoption agent, we put folk thru the RINGER to get kids. But any old Travionica Jenkins can bust em out. And KEEP them. ",fear
" thank you , Steve . You're always so encouraging . ",joy
 Do ya ? ,neutral
 Ok . I'll call you Saturday morning . ,joy
"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   ",fear
"I told my boy friend not to park in a certain place because the car would ger towed away - he didn't listen and it was towed away. At that stage, our finances were below the poverty line & it cost us $10.00 - all the money we had to get us through that week (including rent).",anger
 Why didn ’ t you just answer my question directly ? Why would Chinese answer questions this way ? I simply asked if you did it or not . It ’ s a very simple question . And Chinese often give the reason before they would give a direct answer . ,anger
I felt sad with the two situations I described before. The cat and the school. Sadness was intermingled with the other feelings.,sadness
Brother took my money to use for his own purposes.,anger
When my boyfriend last told me he loved me after I gave him an impulsive kiss.,joy
"On one of our visits we found a representative of the Occidental Oil Company stranded there , looking most miserable and bedraggled in the morass of mud and pouring rain . ",sadness
 But they aren't very fashionable . What about these ? ,neutral
"Suppressing her annoyance at being called "" Little Sara "" , she replied that all was well . ",anger
"While taking a short cut through the Vasa park, I was surrounded by three people who tried to steal my money.  I was scared and was saved only by the appearance of other people.",fear
 Why ? ,neutral
"` Robots , "" he said , ` gave me a means of venting my anger , "" a remark whose logic baffled me until I read another ` Logic alone can not explain this . "" ",anger
 Yes . ,neutral
When I took the first year university exams and made a lot of mistakes in the P110 exam.  I was afraid of failing and thus being unable to go to the school of medicine.,fear
"One night, when I got out from the University I saw two strange people near my car. When I got near, they moved away, and then came close again. I had a feeling that they were assaulters. After I left I discovered that the windshield was broken.",fear
I was at home alone and my mother had asked me to heat the house. I put too much fuel into the stove. It began to glow and there was a noise in the whole house as if it was going to explode.,fear
The two observers exchanged amused glances and then wandered away under the trees . ,joy
 I got laid off today . ,sadness
Derby County 's grief at the foot of the first division continues as they went down two one at Crystal Palace . ,sadness
" The cat has eaten my fish , I'll kill it . ",anger
 Poor girl ! ,neutral
 How much ? ,neutral
 She's ten . ,neutral
"When I went for a picnic in Lonavala, I felt full of joy.",joy
"I saw the world without any borders in my  I was flying under the sun above the trees, no just #love. Dreams are my reality",fear
"At the same time , I 'm elated and I can go back to the vices I did have , "" said Mr Tyson . ",joy
"For the loss of a close friend or relative, but you feel grief when you are away from home, too.",sadness
 Didn't I ? ,neutral
A wave of cheerful elation swept over her as she separated her pound note from Yanto 's fivers . ,joy
 Exactly . ,neutral
"He saw Maud once in the Kurfrstendamm , eating alone in a cafe and looking a little desolate , with a stack of coins already piled beside her plate although her meal had only just come . ",sadness
 See you . ,neutral
" No , sir . I'm sorry you can't . ",sadness
How are you ? ,neutral
"At age 10 my foster grandmother died, I had a fear of dying.",fear
"Sometimes when I go to work my crazy boss (a hyper Jewish lawyer) insists I do things his way (filing, typing, etc.). He sometimes blames me for things I didn't do, and I can't yell back at him.",anger
"I had made an error in planning a programme and had publicly accepted the mistake, despite repeated requests not to bring the matter for discussion a professor kept constantly passing remarks. I reacted angrily.  ",anger
"In order to be admitted to my final examination, I had to pass two examinations. As I had not studied very much, I resigned myself to be left behind. Nevertheless I succeeded in these examinations.",joy
 Terrible . ,neutral
Courage is knowing what not to fear. - Plato   ,fear
We must not give in to the  must face those things we the most...,fear
"This is the end , Jane . I don't want a girlfriend who goes out with other guys all the time . ",anger
 Heads . ,neutral
"One winter day I, unwillingly, was outdoors with my younger brother (10 years younger than me).  I lost my temper on him and wanted to throw my brother down the snow bank we were on.  I pushed him but not as hard as I had wanted to. We were alone the two of us.",anger
My father won't be so pleased with me as if I was elected.,sadness
I 'm very depressed and have tried to commit suicide several times . ,sadness
I got separated from the man I loved.,sadness
When I got first division in the exams before leaving school.,joy
" not only our annual sales brake a record , but our month by month earnings exceeded our forecast as well . After a two-year slump , we finally back in the black . ",joy
@YesIamQuESt would it offend you if when I listen to otFailure (the song) I'm thinking about girls?,fear
 What is two hand touch and flag football ? ,neutral
" It's easy . If you do exercise everyday , you can make it , too . ",neutral
 I ’ d be afraid to jump from that height ! ,fear
I had an important amount of money with me and felt fear of being assaulted.,fear
 My manager jumped on me for my mistake today . ,sadness
"He says that Childine must survive because it has proved itself a lifeline for thousands of frightened , lonely and distressed children . ",fear
"Having agreed to share the taxi expenses, three people in the back of the car just ran off, leaving the person up front with the entire bill.",anger
"Now it was the Young King who drew back and , doubtless to their father 's immense exasperation , refused to accept Richard 's homage . ",anger
Someone spread rumours about me.,anger
At primary school the teacher caught me cheating during a dictation.,fear
 Once in a while . ,neutral
Bang ? ! Bang ! Bang ! What are the Kings doing at seven o ’ clock on Sunday morning ? ,anger
I know I ’ m going to bite the dust going down this hill . I almost got killed on the chair lift ! This is going to be so embarrassing . ,anger
 Get out of it ! It wasn't as good as you think . ,anger
Follow me on Twitter for official @OfficialPWG results and coverage,fear
But some of the younger dons were ecstatic about the election . ,joy
When I see how people around me pass by certain unjustice because of indifference or cowardice.,anger
"She became happier , more settled . ",joy
"` I 'm so happy you could make it , my favourite jockey . "" ",joy
"A man kept a seat taken by putting his coat on it after a while the chair was still empty, I asked him if I could use the chair, he didn't agree for the chair was for his coat.",anger
I was in love with a very beautiful girl and when I went back for my holidays I found her wth another guy who she said was just a friend.  Later I found them together and was convinced that there was something fishy.,anger
I had a very pleasant conversation with one of my friends.,joy
 No regrets ? ,neutral
 That will be great . ,joy
 It's us . ,neutral
 It's not a cut . It's a gash ! It's bigger than a cut ! Ah ! I need a doctor . ,fear
"It so happened that while staying at anaunt's place I discovered that I was afraid of sleeping in pitch darkness.  The room which my sister and I were sharing had no light, and I would refuse to sleep without having the light of the adjoining bathroom switched on.",fear
"A girl whom I trusted and with whom I had shared personal, confidential matters twisted the facts and told it to a common friend of ours.  When this common friend told me the version my friend had told her, I was angry.",anger
"Startled , and by now more than a little frightened , Patrick headed for Foyles , hoping to lose his followers in the bookshop 's maze of nooks and corners . ",fear
 Yeah . ,neutral
" Yes , I ’ m the manager here . What can I do for you , Madam ? ",neutral
 No problem . ,neutral
 No . ,neutral
 Thank you . ,neutral
" Sorry , I'm very near sighted . ",sadness
" I do not know what I could imagine , but I confess that I have seldom seen a face or figure more pleasing to me than hers . ",joy
 650 Yuan . ,neutral
 What for ? ,neutral
A smile of amusement played on his lips as he studied his unkempt prize . ,joy
" Oh , I see . ",neutral
Once I spent a night with a friend at the secondary school. We told each other horror stories and suddenly we heard uncanny noises. I was terribly frightened.,fear
When I was informed that I had been accepted as a student of Psychology.,joy
When I met my girlfriend again in another town after a long separation.,joy
I went to a fair where a guy who was drunk kept bothering me and in the end I got really angry.,anger
" Well , you might pinch your eyelid ! Or lose an eyeball ! ",anger
 The situation differs in person . ,joy
 They arrested me without probable cause . ,anger
 Really ? ,neutral
 Sure . ,neutral
" But some women do shake hands . And now a lot of children have such good manners , they shake hands too . ",neutral
 I know ! But it's really important to her ! Her whole life could be ruined by this man ! ,anger
 Good . ,neutral
When I had crossed London forest I heard that there was a rabid hyena just near the path in the forest.,fear
 No way . I will be scared out of my wits . ,fear
"When I arranged our holiday in Paris, and my girlfriend raised criticisms all the time.",anger
"Boyfriend \chatting up\"" another girl.""",anger
"The RSPCA says they will now try different tactics , attempting to gain the animals trust so they 're not so frightened of people . ",fear
 I hope so . ,neutral
When I married my wife and took her home for the first time.,joy
 You are always like this . I've told you many times not to tell her . ,anger
" I ’ m glad . We have only about twenty things here , and I ’ m in a hurry to get home . ",joy
LOVE LOVE LOVE Da Onli Thing I Truly ,fear
 That's the style ! You just wear boxers . ,neutral
It's hard when you something you have to do! Just because you don't feel like you're ready... Am I ready to #JUMP???,fear
 Fun for you ! Do you get to do anything you want ? ,joy
" You should change your attitude , or you will not pass the course . ",neutral
"Watching an old lady running up the street to catch her bus and miss it, it reminded me of my own mother and how dreadful it would be to be her in the same situation.",sadness
 How many chances should I give you ? I've given up on you ! ,anger
 Laptop . ,neutral
I would like to register for a class today . ,neutral
"When Christmas holiday started, I felt very joyful when I finished my last exam.",joy
"Found out that the girl I love loves me, too.",joy
 I like baseball and basketball . ,neutral
" OK , next ? ",neutral
"I went to the school library and asked for a book, but the librarian told me that there wasn't such. However when an other colleague asked for it she gave it to him.",anger
The Cloud just asked me lotza personal questions re: myself. Been avoiding upgrades awhile due 2this  #CylonTakeover #fb,fear
This caused a good deal of consternation and dismay in Westminster . ,fear
And Glenn Close 's stubborn and pain-ridden performance as Sunny makes you sad for her and hate her at the same time . ,sadness
"They caught a suspicious individual one evening , and turned him over to the police ; but he turned out to be a frightened bilberry-picker who had lost his way . ",fear
"Leonora lay rigid in his arms , resentful of being carried about like a bundle of laundry . ",anger
"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences.  My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket)",fear
Of course I like them ; if I didn't I 'd be utterly miserable . ,sadness
 My bad.sorry ! ,sadness
 Bye ! ,neutral
"When my friend, as usual, forgot the tickets at home for a performance.  We missed it.",anger
 Do you have an online edition of that magazine ? ,neutral
My uncle died - I felt sad at the funeral.,sadness
 That ’ s so unfair ! ,anger
When my girlfriend decided to finish our relation.,sadness
 Really ? ,neutral
 Where did you learn it ? ,neutral
At my wedding - standing with the man I love and acknowledging that fact to members of family and friends.,joy
"When my husband lied to me, tricked me and when I had to leave my home.",sadness
"Travellers might get used to jet-lag in the sense that they learn to live with it , or they might find it progressively more irksome as their initial excitement with travel begins to wear thin . ",joy
"He considered this thoughtfully , then a gleam of amusement came into his eyes . ",joy
Country and Western is suitable for calming an agitated animal ,fear
" Cool down , man . Everyone is fed up with the rush-hour traffic . But life isn't really all that . You should take the initiative and make some changes first . ",joy
Mumm . Those burgers smell great . It's perfect day for a barbecue . ,joy
Doing unexpectedly well in an exam.,joy
 Yeah ? ,fear
Many beef farmers in my constituency of Monmouth are deeply anxious about the impact of the MacSharry proposals . ,fear
I can wait to see the return of factor tomorrow. My wife however is not,fear
A person I trusted a lot gave me many false explanations to justify a wrong action.,anger
"When I travelled all the way to my former school to collect my certificate, only to be told that I owed them some money, I knew nothing about this.",anger
F.E.A.R. = False Evidence Appearing Real   ,fear
The average adult spends four years of their life suffering from a hangover that is @KellyMcQuaid4 and @lisa_shanley today ha ha!! ,fear
Neither he nor Peter can conceal excitement at being back in the limelight again . ,joy
 Waiter ! ,anger
She 's miserable that it all has to end . ,sadness
 I'm studying medicine . ,joy
I hate trucks. I hate truckers. Omg. I hate trucks. ,fear
" Well , whatever it does , I feel transformed ! ",joy
When my boyfriend and I went out for a dinner and subsequently went to his family. We had a very nice evening.,joy
" Thank you , but I really want to relax myself . I ’ m very sorry . ",sadness
 Yeah ? ,neutral
"The warden and his wife , being owners of a Siamese cat , were not overjoyed to see Emily but they reluctantly fed her a saucer of milk , saying that she could stay for one night . ",joy
"When a man, a stranger to me, personally insulted a close woman friend of mine in public.",anger
My got my mathematics test's marks and could not believe that it was true.  In the past I would have at least 80% marks.  Was I getting weaker at studies ?  This made me feel that I should not expect too much from going to the university.,sadness
" He took all my things , but he didn't hurt me . ",sadness
Slept in a chapel and in the middle of the night I realized that there was someeone else in the chapel.  I never discovered who it was and why he was there.,fear
My delight at everything I saw was beyond bounds  gardens were allotted my sister and self  there was the canal to fish in  a pony to ride  besides animals of different kinds ,joy
 Great . I have also been thinking of getting one . Do you think you could ask Jane to have a quiet word with Margaret ? My birthday is not that far away . ,joy
 What for ? ,neutral
"In a sociology class I felt very angry towards some members of society for exploiting the Polynesian people, dawn raids by Police (Martin Luther King, Blacks in S.A.). But this was just a reflection of my own shortcomings.",anger
" Good morning , John ! ",joy
 I fell down and hurt my arm . ,sadness
 Whoa . ,neutral
I had gone on a vacation and my mother left home without leaving me any thing - money to come back to school.,anger
"I was at home, filling my tax report.  Nobody had time to help me.  I would have liked to do it quickly so that I could go and meet a friend of mine who had just returned from hospital.  I got angry as both my brother and my father refused to give me their calculator as I had not asked for it nicely.  I could not leave as I had to wait for help and the tax report had to be done.",anger
" No , I am single . ",sadness
"Clearly miffed at the failure of their resolution , the Communists opened an attack Thursday on another front , threatening to torpedo the 1997 budget by refusing to take part in the final vote Friday .",anger
When seeing a friend that I had not seen in a long while.,joy
"A king not universally popular , who owed his throne to assassination , must have been sensitive on such an issue , and maybe sometimes nervous of joining large assemblies of armed men . ",fear
 Are you sure you're finished ? ,anger
When the time came for me to see dead bodies and to operate on them.,fear
"We are saddened to learn that for some people , the conference failed to develop strategies for action . ",sadness
"... for remember, fear doesn't exist anywhere except in the mind. - Dale Carnegie ",fear
"Even as he spoke , she saw the dawning horror in his eyes . ",fear
When I was pointed out as a problem child in primary school and my mother took the teacher's point of view.,anger
I felt sad when my father was sick.,sadness
"Have we become so depressed about any real prospect of newness that we 've decided to enjoy our chains , masochistically dwelling on our miseries and inadequacies ? ",sadness
 I ’ m so happy for the family ! They must be very relieved and excited about that . ,joy
Serena is torn between her sisterly love and her annoyance with Stella 's aggressive insecurity . ,anger
Three of our candles are in this colour to represent our sorrow for our failure to love in so many parts of our lives . ,sadness
 It's a brick ! I can't believe how stupid I was . Damn it ! ,anger
I was sad to hear that my brother had a motorbike accident.,sadness
 It's my girlfriend . I guess she's playing the army game . ,sadness
When I come home late at night.,fear
When my beloved grandfather died.,sadness
My relationship with a boyfriend was finished and I didn't succeed a years-course.,sadness
 Sure . ,neutral
 And now ? ,neutral
There is a mad boy in our village. This boy hit me with a raw paw-paw in the face.,anger
"Hi , Walter ! ",neutral
The situation in which I felt happiest in my life was when I was with the person I love for the first time.,joy
"When I was younger I was very good in apparatus gymnastics. I always won in competitions, but once I was only at the fourth place.",sadness
Winning a rowing race at a Karapiro regatta. With 7 other friends.,joy
 I will . ,neutral
I got a very good grade on one of my midterms a few weeks ago.,joy
"At first Anne felt indignant with Joe , but when she thought it over , realised the good sense of his warning . ",anger
When my grandfathers died and I realized how much I would miss them.,sadness
 For whom ? ,neutral
" yeah , but I ’ m not there for fun . I have to remain professional and if I get distracted , the manager would be pretty upset . ",neutral
 I've been having a hard time sleeping lately . ,sadness
Not included on questionnaire.,fear
When I was admitted to the Bulgarian State Conservatoire.,joy
 It's us . ,sadness
This was when I found out that a cousin of mine had taken away my trousers without my consent.,anger
My mother carried on using mental pressure concerning something which was serious and a real burden to me.,anger
When my elder brother died.,sadness
" Well , I just saw a horror movie last night . It almost frightened me to death . ",fear
 I am not sure . We will ask for directions in the coffee shop . ,neutral
He gave a little grunt of exasperation . ,anger
When I attended the concert of a pop singer.,joy
I quarrelled with my younger sister because I had said something against her boyfriend.  Consequently she looked through me when she saw me as she thought that I was trying to separate them.  She had misunderstood me.,sadness
"Ten cold , frightened men climbed out of their trench and listened to the young officer in cynical silence . ",fear
"I have a girlfriend, who is almost like a daughter to me.  She is studying out of station and I get to see her only once a year.  Her arrival is always a joyous one.",joy
Going out alone in the dark.,fear
"I don't use to lie to my parets about what I do, and the two times that I felt anger were when they doubted me I said that I was going to the club, and they didn't believe me because the day before they had met me at FLIPERAMA. I had the wish to kill them.",anger
" As a matter of fact , I am a bit upset . I just came out of a meeting and it didn't go very well . ",sadness
Rachel and her mother looked agitated . ,fear
 120 yuan . ,neutral
Deceived by other people and ran into trouble.,sadness
 Certainly . ,neutral
 There is no need to be so frustrated . ,neutral
 cool . ,neutral
The emotion came when I misbehaved at school and the Principal threatened me that I was going to be expelled.,fear
 All right . ,neutral
We went to visit my mother at the residence.  She was crying and said that she was about to die.  I believed all her complaints and continously thought of the possibility of loosing her.,sadness
Upon reading a story on a serial killer by the name of Henry Lee Lucas who has been given the distinction of killing more people that any other man. I began to wonder if I should take more care for my safety.,fear
" Oh , shut up , will you ? It was all your fault.If you'd kept quite this would never have happened . ",anger
" I'm sorry , I haven't decided yet.Do you mind giving me a couple of minutes ? ",sadness
 First we will go to the city centre and stop for something to drink . Then we will visit the University Museum . ,neutral
 By how many minutes ? ,neutral
"Sitting in a bus, I heard behind, the voice of a girl I was friendly with. After her talking for some time with another girl I decided it wasn't her in fact that someone miming her, which it was when I finally looked. I was talking to a friend at the time.",sadness
 This is a pity ! ,sadness
When I won some coins in a small competion.,joy
"I had decided to propose to the man I liked to make a trip together.  One day, during breakfast I told him my idea.  I was afraid of his not accepting it and that the idea would end up as a failure.",fear
 Thanks . ,joy
"When my former boyfriend and I reconciled and he decided that I was very important to him. I had always wanted us to get back together again, but had doubted the likelihood of this, so I was very happy when my small amount of faith was vindicated.",joy
" She was patient , kind , fun , smart , caring , and yet strict , too . I really learned a lot from her . ",joy
"One night a very dear person said: \I hate you\"". Of course it was an impulse and this person didn't feel that about me. The person expressed regret, and everything was settled, but I can't forget.""",sadness
 I am feeling very dissapointed .,sadness
 I am dissapointed ,sadness
 I am not feeling well tbh,sadness
 Can I get the black ball in ? ,joy
I was walking to my car at night and thought that I was being followed.,fear
" Well , there's nothing I can do about my height ! ",anger
The jeweller was overjoyed ; he began spending heavily . ,joy
 I just don't trust you any more . ,anger
I was angry when I had not been granted a leave out pass during the last weekend.,anger
 I am glad we've straightened everything out . ,joy
 150 pounds . ,neutral
"Watching \11 am\"". They had a programme on the starving refugees. Their plight was a source of sadness for me.""",sadness
"The Government have expressed their horror at such attacks on the police , but they also need to act . ",fear
"The rebels --- who want the government to recognize them as a legitimate force of change --- were miffed that the bill referred them in vague terms , such as `` dissenting groups in Chiapas . ''",anger
their are spies everywhere but the fruits are so big and the land have giants...but the lord told you to take the land but you have ,fear
" Oh , no ... ",neutral
When I finished my C.S. Project I was overjoyed. I felt relieved because it was due the next day and I was tired of looking at it.,joy
When I was accused of something I had not done.,anger
 I know . ,neutral
 But I doubt myself . ,sadness
I worked at a lawyer's office during Summer and I got a very good reference from him.,joy
"Trying to hide her enormous delight in his return , Juliet turned to David . ",joy
` But other people became very sad and worried . ,sadness
"After an exhausting day I came home and wanted to take a bath to relax. My father wanted to take a bath first and when he had finished after an hour, there was no hot water left for me.",anger
"I felt much anger and perhaps I feel it till now, against my girlfriend's sister who incited her to betray me just when I needed her very much. She didn't think of anything, simply passed over everything.",anger
I 'm getting vexed . ,anger
"Libel lawyers are nervous of the word "" lie "" because it implies that a person said something which he knew was untrue . ",fear
 So many ? ,neutral
During the summer I received grade cards from my TA's. I expected a B no better in Computer Science. I looked at the card - I got an A - I was ecstatic.,joy
"In 1989 he began libel proceedings in the UK against the Singapore government after the Privy Council had expressed "" deep disquiet "" over his treatment by the government [ see p. 37574 ] . ",fear
Edward concealed his dismay . ,fear
 I'm sorry . ,neutral
 Fair enough . Give it to me straight . Did she bully you into this ? ,neutral
She was agitated ; there were a few tears . ,fear
 We don't . ,neutral
"The awakened will gives rise to fear of God , sorrow for sin , hope for forgiveness and love of God ( Leah 's first four children ) . ",sadness
"The note said Imro was concerned there might be ` similar undetected shenanigans "" in other occupational pension schemes . ",fear
"That day I was alone at home after coming home from school.  I did not know where everyone else had gone, I kept waiting for them to come back and nobody came.  It was getting very late and I was terrified.",fear
 Why ? ,neutral
"She cackled and slapped her knees , bent double and wheezing with delight at her own witticisms . ",joy
 Who knows ! That might come to later . ,anger
From a starving stray it was transformed into a contented house cat . ,joy
 bye ! ,neutral
Korean judges cheating.,anger
The elation of witnessing birth may be followed by a sense of disorientation at being a displaced person . ,joy
"Then , having shown the plate to various not very excited colleagues , he resumed his holiday . ",joy
" That's true , but then you have to buy a record player . ",neutral
 Couldn ’ t be better . And you ? ,joy
"When I dream of anything terrifying I used to have fear for the rest of the day that the dream might come true e.g., being beaten (or eaten ?) by a snake.",fear
My roommate was rude to me.,anger
"When my brothers were being cruel to my boyfriend, because his flat-mate bent back one of my brother's fingers. It wasn't his fault.",anger
" Lily broke up with me last week . In fact , she dumped me . ",sadness
"I work for a journal. Once the lay-out came to nothing, due to thoughtlessness of some colleagues.",anger
He got quite angry at the impossibility of Clarissa having given any such instructions . ,anger
 I feel like maybe I am coming down with the flu . ,sadness
When the relationship with my first girlfriend broke up and I realized it too late.,fear
 Photograph . ,neutral
 Congratulations ! What's your normal handicap ? ,joy
" To be honest , in order for the earth to continue to be a habitable place , we're all going to have to become more interested in the environment . ",joy
Meeting with two of my friends I had not seen for 15 years. They were special people to me.,joy
 I think someone is stalking me . ,fear
 She's ten . ,neutral
"When I passed standard 8 exams I jumped, rolled over the ground.",joy
